date,ndvi_mean,LST_Day_1km_mean,LST_Night_1km_mean,precipitation_mean,ET_mean
2018-04-01,0.189715838907369,304.5256165353527,280.8985469030677,0.6966853286213904,5.001739439007601
2018-05-01,0.1810128768038663,313.25150810225387,287.3673545228746,0.4897874604721827,3.9464193477111005
2018-06-01,0.1690914178910217,319.3472695357225,293.2894791842413,0.14766479918555503,2.3717927421425
2018-07-01,0.1681232752296551,322.0242897592178,297.63240234521857,0.04512729980085594,1.1113100185026
2018-08-01,0.171638847238699,316.22841398455915,291.9441945336962,0.08857468855366495,2.0505874319148
2018-09-01,0.1618564099150398,309.3780372608596,286.2913500518905,0.03848639256762634,2.0349101800197
2018-10-01,0.1464868764895901,297.64275635339874,277.73912182079266,0.6740397381620777,3.3781021756928
2018-11-01,0.1409323900230231,282.8871985844379,268.3523872029858,0.8590021881972266,5.4051932276592005
2018-12-01,0.1324930640268644,276.4106553630278,267.97436134480165,0.5728054365838924,5.3257233926639
2019-01-01,0.1317265844407317,278.23578539011186,269.603695866146,0.8669684474558375,6.001974162162
2019-02-01,0.1420953953759544,282.6253048440978,269.9622134910114,0.8527328072033054,6.930377179678899
2019-03-01,0.1951299359616015,295.32510565538377,278.0131570541208,1.0703198422040001,7.395017724250301
2019-04-01,0.2436946071490008,302.31633589947177,282.59491789919207,1.749856195786,8.4111551353714
2019-05-01,0.2028544155510361,313.57302790949984,288.9185874619896,0.46154553451240804,5.446964801987501
2019-06-01,0.1800081006545676,319.6268624136575,293.19526818458445,0.28262372024639604,2.7004014306884003
2019-07-01,0.1820979344346837,322.48637478968755,298.3710428037843,0.05685430207181548,1.2190780944336002
2019-08-01,0.1829470195851951,315.73935614719926,291.7967676492407,0.0246112007965478,2.5566382358466004
2019-09-01,0.1697118442026297,308.50522933576235,285.4382134918039,0.053195398149419544,2.4849775173161
2019-10-01,0.1564608344068374,300.90592426741705,279.3646149931818,0.19393355017860767,2.3137381777148
2019-11-01,0.1453947867288184,285.2710750738822,268.47156698246096,0.3872286261746377,4.9928228839680004
2019-12-01,0.1380818032021694,279.75674927477337,268.1659811503578,0.3661627391308967,4.8890604246296006
2020-01-01,0.1310545894815422,276.9842066291181,267.0813451137918,0.5221101220684427,6.333404009160501
2020-02-01,0.1439664550997237,284.4771895791621,271.69343640998864,0.7628790847071761,6.610446872695199
2020-03-01,0.1747412642991783,296.8725458399128,276.37856160783764,0.4879715484361794,5.7348855095503
2020-04-01,0.208285936033429,305.2143877545515,282.75270890158265,1.242806999365,6.8210917898948
2020-05-01,0.1960399431944375,314.50289164487754,290.51816136264813,0.8628022604258676,5.637873414566401
2020-06-01,0.175218889358439,320.962538492331,293.29591541585904,0.1517813657386719,2.6442647127024
2020-07-01,0.1806454154831805,322.36070715751816,296.04485654793774,0.10292807821050676,1.8970360226645
2020-08-01,0.1854120247437077,317.0312478733781,292.25539970932704,0.047272813159423374,2.8716258733918
2020-09-01,0.16575069880967,307.3581305388318,283.5650407453098,0.06261296494124721,2.4467957138902
2020-10-01,0.1397599211367183,298.17706797968447,276.5403408166257,0.16288746014829278,2.0167901515712
2020-11-01,0.1246197544907706,280.08628384713063,265.8633384615602,0.44369018102786445,5.8960538676108
2020-12-01,0.1149424356363117,274.264336833633,262.3571421529012,0.3007557155988857,5.066627566103801
2021-01-01,0.1138530735457846,277.3366457838693,265.84749796252333,0.3120378979059847,5.034346615241301
2021-02-01,0.1283376545046897,286.34898668750577,269.9292034299435,0.5225238658216604,5.849898621754601
2021-03-01,0.1468526996924552,291.1142660218613,274.20560900907776,1.336055394203,7.0636965323057
2021-04-01,0.1775704259379678,307.7231225100785,283.65773879078773,0.39741359090966016,3.986787247807
2021-05-01,0.1711117146080542,317.0903699839379,290.6095833828777,0.3108595708313792,3.8658605502582
2021-06-01,0.1615312170737319,322.2272661726891,295.0964612429198,0.08049775719295597,1.7194206808988
2021-07-01,0.1659860244924847,321.7677785429877,296.14471072386124,0.06249150129224098,1.3146696764060002
2021-08-01,0.1669872730099647,318.42919302817194,293.26796111268226,0.025701276348818563,1.7802357157851003
2021-09-01,0.1531171798514665,307.7258171874612,284.8797130368671,0.03073754071705835,1.8859333650804002
2021-10-01,0.1389829489823317,297.1907317146039,275.6114153126215,0.1830887656967641,2.8682296167748
2021-11-01,0.1223084456326103,285.3532922633851,269.0935737824157,0.2449893790167088,4.787190292139501
2021-12-01,0.1114005444654884,277.59494214201294,268.89424254981816,0.4106350711746149,4.9270821464366
2022-01-01,0.0990609233008458,274.8024438414012,267.2515215463743,0.6957735518801696,5.7787451293688
2022-02-01,0.1254655938847379,284.06310072956967,271.066533531958,0.3530955826125852,6.123125655827
2022-03-01,0.1620183629058159,292.0206514088921,273.95816164536365,1.496618047385,6.1560118711268
2022-04-01,0.2055246098125443,307.2076128048554,285.82566496741964,0.6460346269321501,5.9119638549235
2022-05-01,0.1829997220191931,312.2640276233242,288.57881233530657,0.8731691430583403,5.5801187364222
2022-06-01,0.1683091350931302,320.17907114527407,294.21579013329034,0.15892757577823236,2.5818927405376004
2022-07-01,0.170901343051732,320.7035999368046,296.4490045735698,0.023945551143120542,1.7414342447064
2022-08-01,0.1701162797607855,317.1973762557211,292.98931987273056,0.02728786098474136,2.1175536161484003
2022-09-01,0.1589781242223499,308.487755699442,285.58613121775784,0.07471557673171217,1.8362696746380998
2022-10-01,0.1531033694719946,296.8662236984517,278.3611372241168,0.48368784774156226,2.8517426678005
2022-11-01,0.1582866077091567,286.6958718638793,272.9130476391119,0.8424585302389728,5.8926731548101
2022-12-01,0.145369879384108,,,0.281482387622829,5.126542629708201
2023-01-01,0.1102422156915096,,,0.35941713917304996,5.714331484334501
2023-02-01,0.1405642312541842,,,0.8303873572141651,6.228041975628201
2023-03-01,,,,0.42384028295544063,
2023-04-01,,,,0.3908927677360032,
2023-05-01,,,,0.45410776965405947,
2023-06-01,,,,0.1125076065422594,
2023-07-01,,,,0.058114225639708215,
2023-08-01,,,,0.06911881120700664,
2023-09-01,,,,0.04169028698213529,
2023-10-01,,,,0.4350261570303793,
2023-11-01,,,,0.4695185775883424,
2023-12-01,,,,0.4679585136095522,
2024-01-01,,,,0.6198000958304098,
2024-02-01,,,,0.5913911712372595,
2024-03-01,,,,1.126467593849,
2024-04-01,,,,0.4358651615276215,
2024-05-01,,,,0.965680958815445,
2024-06-01,,,,0.19209842753787404,
2024-07-01,,,,0.05417034771183636,
