date,ET_mean
2018-02-01,0.006809661158460648
2018-03-01,0.0056410010274475925
2018-04-01,0.0050017394390076955
2018-05-01,0.0039464193477111355
2018-06-01,0.002371792742142571
2018-07-01,0.0011113100185026793
2018-08-01,0.002050587431914843
2018-09-01,0.0020349101800197877
2018-10-01,0.003378102175692865
2018-11-01,0.005405193227659235
2018-12-01,0.00532572339266391
2019-01-01,0.0060019741621620175
2019-02-01,0.006930377179678988
2019-03-01,0.0073950177242503206
2019-04-01,0.008411155135371488
2019-05-01,0.005446964801987545
2019-06-01,0.002700401430688475
2019-07-01,0.0012190780944336427
2019-08-01,0.0025566382358466204
2019-09-01,0.002484977517316144
2019-10-01,0.0023137381777148386
2019-11-01,0.004992822883968016
2019-12-01,0.004889060424629629
2020-01-01,0.006333404009160578
2020-02-01,0.006610446872695236
2020-03-01,0.005734885509550367
2020-04-01,0.00682109178989481
2020-05-01,0.005637873414566402
2020-06-01,0.002644264712702466
2020-07-01,0.0018970360226645791
2020-08-01,0.002871625873391885
2020-09-01,0.0024467957138902007
2020-10-01,0.0020167901515712647
2020-11-01,0.005896053867610818
2020-12-01,0.005066627566103898
2021-01-01,0.0050343466152413105
2021-02-01,0.005849898621754679
2021-03-01,0.007063696532305752
2021-04-01,0.003986787247807097
2021-05-01,0.0038658605502582617
2021-06-01,0.0017194206808988166
2021-07-01,0.0013146696764060766
2021-08-01,0.0017802357157851798
2021-09-01,0.001885933365080412
2021-10-01,0.002868229616774817
2021-11-01,0.004787190292139525
2021-12-01,0.004927082146436632
2022-01-01,0.005778745129368854
2022-02-01,0.006123125655827061
2022-03-01,0.006156011871126848
2022-04-01,0.005911963854923592
2022-05-01,0.005580118736422245
2022-06-01,0.0025818927405376444
2022-07-01,0.0017414342447064047
2022-08-01,0.0021175536161484455
2022-09-01,0.0018362696746381804
2022-10-01,0.002851742667800576
2022-11-01,0.0058926731548101675
2022-12-01,0.005126542629708279
2023-01-01,0.005714331484334505
2023-02-01,0.006228041975628295
